"자치구별(1)",자치구별(2),2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023
"합계",성북구,133,5,8329.4,-,1,3864.0,80,4,4407.0,1,1,2276.2,11,3,1993.8,36,91.6,27,29.9,-,-,-,-,3,10.9,1,2.8,1,1.8,-,-,-,-,53,-,58.4,135,9,8507.3,-,1,3864.0,86,8,4586.8,5,3,2899.3,11,5,1545.7,37,93.1,27,29.9,-,-,4,14.1,-,-,1,2.8,1,1.8,-,-,-,-,49,-,56.6,122,9,8491.6,-,1,3864.0,79,8,4574.6,5,3,2899.3,11,5,1545.7,36,-,93.6,22,-,19.2,-,-,-,3,-,12.2,-,-,-,1,-,2.8,1,-,1.8,-,-,-,-,-,-,43,-,53.0,122,9,8526.7,-,1,3865.0,79,8,4608.7,5,3,2899.3,11,5,1579.7,36,93.6,22,19.2,-,-,3,12.2,-,-,1,2.8,1,1.8,-,-,-,-,43,-,53.0,123,9,8527.9,-,1,3865.0,80,8,4609.9,5,3,2899.3,11,5,1579.7,36,93.6,23,20.4,-,-,3,12.2,-,-,1,2.8,1,1.8,-,-,-,-,43,-,53.0
"합계",강북구,82,1,14342.3,1,-,11899.0,62,1,2287.4,-,1,129.4,3,-,2049.7,44,76.2,12,9.5,-,-,-,-,3,22.6,-,-,-,-,-,-,-,-,19,-,155.9,84,1,14424.5,1,-,11899.0,64,1,2369.6,1,1,412.4,4,-,1849.0,44,76.2,12,9.5,-,-,3,22.6,-,-,-,-,-,-,-,-,-,-,19,-,155.9,84,1,14383.6,1,-,11899.0,64,1,2370.3,1,1,412.4,4,-,1849.0,42,-,75.5,14,-,13.2,-,-,-,3,-,20.2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,19,-,114.4,87,1,14495.4,1,-,11985.0,66,1,2391.8,1,1,412.4,4,-,1862.9,42,75.1,15,15.2,-,-,4,26.3,-,-,-,-,-,-,-,-,-,-,20,-,118.6,87,1,14570.4,1,-,11985.0,66,1,2391.1,1,1,412.4,4,-,1862.9,41,73.7,16,15.8,-,-,4,26.3,-,-,-,-,-,-,-,-,-,-,20,-,194.4
"합계",도봉구,79,2,10075.0,-,1,8703.0,50,1,1163.5,-,-,-,2,1,1003.6,39,49.2,7,9.7,1,49.8,-,-,-,-,-,-,-,-,1,51.1,-,-,29,-,208.5,80,2,10160.4,-,1,8703.0,52,1,1250.2,1,1,335.3,3,-,755.1,39,49.2,7,9.7,-,-,-,-,1,49.8,-,-,-,-,1,51.1,-,-,28,-,207.2,80,2,10160.4,-,1,8703.0,52,1,1250.2,1,1,335.3,3,-,755.1,39,-,49.2,7,-,9.7,-,-,-,-,-,-,1,-,49.8,-,-,-,-,-,-,1,-,51.1,-,-,-,28,-,207.2,80,2,10151.0,-,1,8693.0,52,1,1250.9,1,1,335.3,3,-,755.8,37,48.8,9,10.1,-,-,-,-,1,49.8,-,-,-,-,1,51.1,-,-,28,-,207.2,81,2,10151.5,-,1,8693.0,52,1,1250.9,1,1,335.3,3,-,755.8,37,48.8,9,10.1,-,-,-,-,1,49.8,-,-,-,-,1,51.1,-,-,29,-,207.6
"합계",노원구,181,-,14344.4,-,-,-,128,-,13848.1,2,-,12024.3,25,-,1535.6,92,168.1,3,4.1,1,67.1,-,-,5,48.8,-,-,-,-,-,-,-,-,53,-,496.3,188,1,14741.8,-,-,-,136,1,14406.7,4,-,12798.8,26,1,1272.9,93,170.6,6,8.1,-,-,6,89.1,1,67.1,-,-,-,-,-,-,-,-,52,-,335.1,190,1,14742.9,-,-,-,138,1,14407.8,4,-,12798.8,25,1,1238.3,92,-,162.7,9,-,17.1,-,-,-,6,-,89.1,2,-,101.8,-,-,-,-,-,-,-,-,-,-,-,-,52,-,335.1,187,1,14741.6,-,-,-,138,1,14407.8,4,-,12798.8,25,1,1238.3,92,162.7,9,17.1,-,-,6,89.1,2,101.8,-,-,-,-,-,-,-,-,49,-,333.8,186,1,14741.5,-,-,-,138,1,14407.8,4,-,12798.8,25,1,1238.3,92,162.7,9,17.1,-,-,6,89.1,2,101.8,-,-,-,-,-,-,-,-,48,-,333.7
"합계",은평구,130,3,13991.6,-,1,7663.0,97,2,6223.4,2,1,3340.3,24,1,2690.4,45,81.5,23,45.8,-,-,-,-,3,65.3,-,-,-,-,-,-,-,-,33,-,105.2,139,5,14365.7,-,1,7663.0,106,4,6597.5,9,2,4406.4,26,2,1997.5,45,82.5,23,46.0,-,-,3,65.3,-,-,-,-,-,-,-,-,-,-,33,-,105.2,136,5,14368.2,-,1,7663.0,103,4,6600.0,9,2,4406.4,23,2,2000.3,45,-,82.1,23,-,45.9,-,-,-,3,-,65.3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,33,-,105.2,136,5,14400.1,-,1,7695.0,103,4,6599.9,9,2,4406.4,23,2,2000.3,45,82.1,23,45.8,-,-,3,65.3,-,-,-,-,-,-,-,-,-,-,33,-,105.2,136,5,14398.2,-,1,7695.0,104,4,6598.8,9,2,4406.4,23,2,2000.3,42,74.6,25,47.3,-,-,4,69.9,-,-,-,-,-,-,1,0.3,-,-,32,-,104.5
"합계",서대문구,118,3,5143.3,-,1,218.0,77,2,4904.8,1,2,3449.5,8,-,1322.2,43,103.4,21,15.8,-,-,-,-,4,13.9,-,-,-,-,-,-,-,-,41,-,20.5,123,5,5082.2,-,1,218.0,82,4,4843.7,3,2,3661.1,9,2,1038.7,44,108.6,22,21.3,-,-,4,13.9,-,-,-,-,-,-,-,-,-,-,41,-,20.5,124,5,5098.9,-,1,218.0,83,4,4860.4,3,2,3661.1,10,2,1049.9,44,-,111.7,22,-,23.8,-,-,-,4,-,13.9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,41,-,20.5,124,5,5106.2,-,1,249.0,83,4,4836.7,3,2,3661.1,10,2,1024.7,44,111.7,23,31.1,-,-,3,8.0,-,-,-,-,-,-,-,-,-,-,41,-,20.5,125,6,5107.2,-,1,249.0,82,5,4836.7,3,2,3661.1,9,3,1024.7,44,111.7,23,31.1,-,-,3,8.0,-,-,-,-,-,-,-,-,-,-,43,-,21.5
"합계",마포구,142,-,4440.0,-,-,-,98,-,3126.9,-,-,-,11,-,2860.4,54,88.2,22,32.6,-,-,1,13.2,9,127.7,1,4.8,-,-,-,-,-,-,44,-,1313.2,143,-,4565.4,-,-,-,100,-,3252.4,3,-,164.5,11,-,2822.8,52,86.3,23,33.1,1,13.2,9,127.7,-,-,1,4.8,-,-,-,-,-,-,43,-,1313.0,144,-,4570.8,-,-,-,101,-,3257.9,3,-,164.5,11,-,2826.6,52,-,86.3,24,-,34.7,1,-,13.2,9,-,127.7,-,-,-,1,-,4.8,-,-,-,-,-,-,-,-,-,43,-,1313.0,144,-,4569.4,-,-,-,101,-,3256.4,3,-,164.5,11,-,2826.6,51,84.4,25,35.1,1,13.2,9,127.7,-,-,1,4.8,-,-,-,-,-,-,43,-,1313.0,144,-,4569.3,-,-,-,101,-,3256.3,3,-,164.5,11,-,2826.5,51,84.4,25,35.1,1,13.2,9,127.7,-,-,1,4.8,-,-,-,-,-,-,43,-,1313.0
"합계",양천구,121,1,2912.0,-,-,-,103,1,2489.5,-,1,1003.5,18,-,1115.9,74,129.1,10,23.1,-,-,-,-,1,217.9,-,-,-,-,-,-,-,-,18,-,422.6,123,1,3049.6,-,-,-,105,1,2627.1,-,1,837.3,19,-,1418.7,74,129.1,11,25.3,-,-,1,216.7,-,-,-,-,-,-,-,-,-,-,18,-,422.6,123,1,3049.6,-,-,-,105,1,2627.1,-,1,837.3,18,-,1389.1,74,-,129.1,11,-,25.3,-,-,-,2,-,246.3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,18,-,422.6,123,1,3049.6,-,-,-,105,1,2627.1,-,1,837.3,18,-,1389.1,74,129.1,11,25.3,-,-,2,246.3,-,-,-,-,-,-,-,-,-,-,18,-,422.6,121,1,3049.9,-,-,-,103,1,2627.3,-,1,837.3,18,-,1389.1,74,129.1,9,25.5,-,-,2,246.3,-,-,-,-,-,-,-,-,-,-,18,-,422.6
"합계",강서구,170,-,4370.3,-,-,-,158,-,3285.9,-,-,-,23,-,3068.5,122,184.7,6,5.9,-,-,-,-,6,24.2,-,-,-,-,-,-,1,2.6,12,-,1084.4,175,-,4512.1,-,-,-,163,-,3427.7,5,-,975.0,23,-,2235.2,122,184.7,6,5.9,-,-,6,24.2,-,-,-,-,-,-,-,-,1,2.6,12,-,1084.4,173,-,4518.3,-,-,-,161,-,3433.9,5,-,975.0,23,-,2235.4,120,-,191.8,6,-,4.9,-,-,-,6,-,24.2,-,-,-,-,-,-,-,-,-,-,-,-,1,-,2.6,12,-,1084.4,173,-,4518.3,-,-,-,161,-,3433.9,5,-,975.0,23,-,2235.4,120,191.8,6,4.9,-,-,6,24.2,-,-,-,-,-,-,-,-,1,2.6,12,-,1084.4,174,-,4519.8,-,-,-,163,-,3436.1,5,-,975.0,23,-,2235.4,121,193.4,7,5.6,-,-,6,24.2,-,-,-,-,-,-,-,-,1,2.6,11,-,1083.7
"합계",구로구,104,1,3336.1,-,-,-,64,1,3014.4,2,-,1685.4,16,1,1217.8,26,53.3,14,23.5,1,12.8,-,-,3,14.4,-,-,-,-,-,-,2,7.2,40,-,321.7,108,2,3641.4,-,-,-,68,2,3319.7,6,-,2003.1,16,2,1205.4,26,53.3,14,23.5,-,-,3,14.4,1,12.8,-,-,-,-,-,-,2,7.2,40,-,321.7,108,2,3641.4,-,-,-,68,2,3319.7,6,-,2003.1,16,2,1205.4,26,-,53.3,14,-,23.5,-,-,-,3,-,14.4,1,-,12.8,-,-,-,-,-,-,-,-,-,2,-,7.2,40,-,321.7,116,2,3712.7,-,-,-,77,2,3329.3,6,-,2003.1,18,2,1205.1,27,55.0,21,35.3,-,-,3,14.4,1,12.8,-,-,-,-,-,-,1,3.7,39,-,383.4,114,2,3712.7,-,-,-,75,2,3329.3,6,-,2003.1,16,2,1205.1,27,55.0,21,35.3,-,-,3,14.4,1,12.8,-,-,-,-,-,-,1,3.7,39,-,383.4
"합계",금천구,55,1,2206.2,-,-,-,47,1,2042.2,-,1,1955.4,2,-,22.8,41,41.4,2,5.2,-,-,-,-,2,17.3,-,-,-,-,-,-,-,-,8,-,164.0,55,2,2774.4,-,-,-,47,2,2610.4,-,1,2210.6,2,1,335.8,41,41.4,2,5.2,-,-,2,17.3,-,-,-,-,-,-,-,-,-,-,8,-,164.0,55,2,2774.4,-,-,-,47,2,2610.4,-,1,2210.6,2,1,335.8,41,-,41.4,2,-,5.2,-,-,-,2,-,17.3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,8,-,164.0,55,2,2774.4,-,-,-,47,2,2610.4,-,1,2210.6,2,1,335.8,41,41.4,2,5.2,-,-,2,17.3,-,-,-,-,-,-,-,-,-,-,8,-,164.0,55,2,2774.4,-,-,-,47,2,2610.4,-,1,2210.6,2,1,335.8,41,41.4,2,5.2,-,-,2,17.3,-,-,-,-,-,-,-,-,-,-,8,-,164.0
"합계",영등포구,108,-,3050.4,-,-,-,74,-,705.6,-,-,-,11,-,563.3,29,86.1,31,46.6,-,-,-,-,2,6.6,1,3.0,-,-,-,-,-,-,34,-,2344.8,109,-,3009.3,-,-,-,75,-,664.5,1,-,2.2,11,-,520.1,29,86.1,31,46.6,-,-,2,6.6,-,-,1,3.0,-,-,-,-,-,-,34,-,2344.8,108,-,3009.1,-,-,-,75,-,664.5,1,-,2.2,11,-,520.1,29,-,86.1,31,-,46.6,-,-,-,2,-,6.6,-,-,-,1,-,3.0,-,-,-,-,-,-,-,-,-,33,-,2344.6,108,-,3003.0,-,-,-,75,-,658.4,1,-,2.2,11,-,520.1,27,77.1,33,49.5,-,-,2,6.6,-,-,1,3.0,-,-,-,-,-,-,33,-,2344.6,108,-,3003.0,-,-,-,75,-,658.4,1,-,2.2,11,-,520.1,27,77.1,33,49.5,-,-,2,6.6,-,-,1,3.0,-,-,-,-,-,-,33,-,2344.6
"합계",동작구,78,1,4584.2,-,-,-,63,-,4390.2,-,-,-,10,-,2863.8,32,42.9,18,19.4,-,-,1,1404.0,1,12.2,1,47.8,-,-,-,-,-,-,15,1,194.0,86,1,4328.7,-,-,-,70,-,4092.5,3,-,568.2,9,-,2001.1,33,43.6,21,22.4,1,1404.0,2,5.5,-,-,1,47.8,-,-,-,-,-,-,16,1,236.2,86,1,4327.3,-,-,-,70,-,4091.1,3,-,568.2,9,-,2001.1,34,-,43.7,20,-,20.8,1,-,1404.0,2,-,5.5,-,-,-,1,-,47.8,-,-,-,-,-,-,-,-,-,16,1,236.2,86,1,4368.2,-,-,-,70,-,4132.0,3,-,568.2,9,-,2001.1,34,43.7,20,20.7,1,1445.1,2,5.5,-,-,1,47.8,-,-,-,-,-,-,16,1,236.2,87,1,4365.8,-,-,-,71,-,4129.6,3,-,568.2,9,-,1994.4,35,49.4,20,20.7,1,1443.6,2,5.5,-,-,1,47.8,-,-,-,-,-,-,16,1,236.2
"합계",관악구,110,2,10976.9,-,-,-,98,2,10970.4,1,-,10420.8,4,2,401.9,71,87.2,17,22.6,-,-,-,-,1,4.3,-,-,4,33.5,-,-,-,-,12,-,6.5,113,3,12431.4,-,-,-,101,3,12424.9,3,1,10418.5,5,2,1858.8,71,87.2,17,22.6,-,-,1,4.3,-,-,-,-,4,33.5,-,-,-,-,12,-,6.5,134,3,12485.0,-,-,-,101,3,12424.4,3,1,10418.5,5,2,1858.8,71,-,86.7,17,-,22.6,-,-,-,1,-,4.3,-,-,-,-,-,-,4,-,33.5,-,-,-,-,-,-,33,-,60.6,135,3,12485.2,-,-,-,101,3,12424.4,3,1,10418.5,5,2,1858.8,71,86.7,17,22.6,-,-,1,4.3,-,-,-,-,4,33.5,-,-,-,-,34,-,60.9,134,3,12484.8,-,-,-,100,3,12424.0,3,1,10418.5,5,2,1858.8,70,86.3,16,22.2,-,-,2,4.8,-,-,-,-,4,33.5,-,-,-,-,34,-,60.9
"합계",서초구,177,-,16081.0,-,-,-,151,-,15274.2,6,-,13026.3,28,-,1757.4,87,155.4,25,54.2,1,20.9,1,127.8,-,-,-,-,3,132.1,-,-,-,-,26,-,806.8,181,1,15072.6,-,-,-,155,1,14265.7,6,1,12337.2,31,-,1436.3,88,157.2,25,54.2,1,127.8,-,-,1,20.9,-,-,3,132.1,-,-,-,-,26,-,806.8,179,1,15072.0,-,-,-,154,1,14267.7,6,1,12337.2,31,-,1436.2,88,-,160.6,24,-,52.8,1,-,127.8,-,-,-,1,-,20.9,-,-,-,3,-,132.1,-,-,-,-,-,-,25,-,804.3,179,1,15072.0,-,-,-,154,1,14267.7,6,1,12337.2,31,-,1436.2,88,160.6,24,52.8,1,127.8,-,-,1,20.9,-,-,3,132.1,-,-,-,-,25,-,804.3,180,1,15076.0,-,-,-,155,1,14271.7,6,1,12337.2,31,-,1436.2,88,160.6,25,56.8,1,127.8,-,-,1,20.9,-,-,3,132.1,-,-,-,-,25,-,804.3
"합계",강남구,155,2,6594.3,-,-,-,142,2,5304.7,-,2,2449.8,59,-,2582.8,62,99.5,16,28.4,-,-,-,-,1,34.0,2,96.1,2,14.1,-,-,-,-,13,-,1289.7,162,1,7768.7,-,-,-,149,1,6479.1,5,1,4065.7,60,-,2143.5,62,99.5,16,21.7,-,-,2,38.4,-,-,2,96.1,2,14.1,-,-,-,-,13,-,1289.7,164,1,7791.3,-,-,-,151,1,6501.7,5,1,4065.7,61,-,2122.2,62,-,99.5,16,-,21.7,1,-,44.0,2,-,38.4,-,-,-,2,-,96.1,2,-,14.1,-,-,-,-,-,-,13,-,1289.7,165,1,7794.1,-,-,-,152,1,6504.4,5,1,4065.7,61,-,2123.0,62,99.5,17,23.5,-,-,2,38.4,1,44.0,2,96.1,2,14.1,-,-,-,-,13,-,1289.7,165,1,7794.6,-,-,-,152,1,6504.9,5,1,4065.7,61,-,2123.5,62,99.5,17,23.5,-,-,2,38.4,1,44.0,2,96.1,2,14.1,-,-,-,-,13,-,1289.7
"합계",송파구,169,1,4644.8,-,-,-,156,-,2037.6,-,-,-,55,-,1774.8,87,151.5,11,31.6,-,-,-,-,-,-,2,75.4,1,4.3,-,-,-,-,13,1,2607.2,173,1,4771.4,-,-,-,160,-,2097.1,1,-,44.4,54,-,1775.9,88,153.6,14,43.5,-,-,-,-,-,-,2,75.4,1,4.3,-,-,-,-,13,1,2674.3,174,1,4771.4,-,-,-,161,-,2097.1,1,-,44.4,55,-,1775.9,88,-,153.6,14,-,43.5,-,-,-,-,-,-,-,-,-,2,-,75.4,1,-,4.3,-,-,-,-,-,-,13,1,2674.3,174,1,4776.8,-,-,-,161,-,2102.5,1,-,44.4,55,-,1781.3,88,153.6,14,43.5,-,-,-,-,-,-,2,75.4,1,4.3,-,-,-,-,13,1,2674.3,174,1,4776.8,-,-,-,161,-,2102.5,1,-,44.4,55,-,1781.3,88,153.6,14,43.5,-,-,-,-,-,-,2,75.4,1,4.3,-,-,-,-,13,1,2674.3
"합계",강동구,124,1,3369.8,-,-,-,115,1,2827.5,1,1,713.4,30,-,1805.8,62,133.8,17,22.0,-,-,-,-,1,0.8,1,110.2,3,41.5,-,-,-,-,9,-,542.2,125,1,3362.4,-,-,-,116,1,2820.2,3,-,758.2,30,1,1753.9,62,134.0,16,21.5,-,-,1,0.8,-,-,1,110.2,3,41.5,-,-,-,-,9,-,542.2,129,1,3407.7,-,-,-,120,1,2865.4,3,-,758.2,30,1,1752.2,62,-,137.1,16,-,25.1,-,-,-,4,-,11.4,1,-,29.8,1,-,110.2,3,-,41.5,-,-,-,-,-,-,9,-,542.2,129,1,3406.5,-,-,-,120,1,2864.2,3,-,758.2,30,1,1751.0,62,137.1,16,25.1,-,-,4,11.4,1,29.8,1,110.2,3,41.5,-,-,-,-,9,-,542.2,131,1,3408.1,-,-,-,122,1,2865.9,3,-,758.2,30,1,1751.0,62,137.1,18,26.7,-,-,4,11.4,1,29.8,1,110.2,3,41.5,-,-,-,-,9,-,542.2
"합계",서울대공원,1,-,6670.0,-,-,-,1,-,6670.0,-,-,-,1,-,6670.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,6670.0,-,-,-,1,-,6670.0,-,-,-,1,-,6670.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,6670.0,-,-,-,1,-,6670.0,-,-,-,1,-,6670.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,6670.0,-,-,-,1,-,6670.0,-,-,-,1,-,6670.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,6670.0,-,-,-,1,-,6670.0,-,-,-,1,-,6670.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
